SKU,ItemDescription,CumulativeUnitsCanada,Province,CustomerNo,CustomerName,SalesRep,Currency,PostingDate,OrderQuantity,AmountExclVAT,AmountInclVAT
12054-039,"Corato, 12 Light Chandelier, Brushed Brass with Translucent White Glass",7,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-28,1.0,1141.0,1198.05
12054-039,"Corato, 12 Light Chandelier, Brushed Brass with Translucent White Glass",7,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-15,1.0,1141.0,1198.05
12054-039,"Corato, 12 Light Chandelier, Brushed Brass with Translucent White Glass",7,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-10-28,1.0,1141.0,1198.05
12054-039,"Corato, 12 Light Chandelier, Brushed Brass with Translucent White Glass",7,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-05-02,1.0,798.7,838.64
12055-037,"Corato, 16 Light Chandelier, Brushed Brass",2,AB,C00472,Vivid Concepts Inc. - Calgary,MR - Luminescence,CAD,2025-08-28,1.0,1554.0,1631.7
12055-037,"Corato, 16 Light Chandelier, Brushed Brass",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-04-02,1.0,1554.0,1631.7
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,AB,C00472,Vivid Concepts Inc. - Calgary,MR - Luminescence,CAD,2025-08-28,1.0,1243.2,1305.36
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-31,3.0,4662.0,4895.1
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-07-15,1.0,1554.0,1631.7
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-03-18,1.0,1554.0,1631.7
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-02-26,1.0,1554.0,1631.7
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,BC,C00426,Robinson Lighting -Kelowna,MR - Luminescence,CAD,2025-03-21,1.0,1087.8,1142.19
12055-039,"Corato, 16 Light Chandelier, Brushed Brass with Translucent White Glass",9,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-10-10,1.0,1554.0,1631.7
12056-037,"Corato, 14 Light Island Chandelier, Brushed Brass",2,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-07-09,1.0,1660.0,1743.0
12056-037,"Corato, 14 Light Island Chandelier, Brushed Brass",2,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-06-09,1.0,1660.0,1875.8
12056-039,"Corato, 14 Light Island Chandelier, Brushed Brass with Translucent White Glass",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-10,1.0,1660.0,1743.0
12058-05,"Trapani, 3 Light Ceiling Mount, Soft Brass",3,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-06,1.0,351.0,368.55
12058-05,"Trapani, 3 Light Ceiling Mount, Soft Brass",3,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-07,1.0,351.0,368.55
12058-05,"Trapani, 3 Light Ceiling Mount, Soft Brass",3,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-05-30,1.0,245.7,257.99
12058-06,"Trapani, 3 Light Ceiling Mount, Metallic Black ",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-10,1.0,343.0,360.15
