SKU,ItemDescription,CumulativeUnitsCanada,Province,CustomerNo,CustomerName,SalesRep,Currency,PostingDate,OrderQuantity,AmountExclVAT,AmountInclVAT
12063-032,"Volare, 6 Light Oval LED Chandelier, Brushed Gunmetal",1,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2025-03-13,1.0,2142.7,2249.84
12064-02,"Bellissima, 3 Light LED Pendant, Black Sleeves",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-08-12,1.0,495.0,519.75
12065-01,"Bellissima, 9 Light LED Chandelier, Silver Sleeve",2,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-06-19,1.0,1531.0,1607.55
12065-01,"Bellissima, 9 Light LED Chandelier, Silver Sleeve",2,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-05-02,1.0,1071.7,1125.28
12068-01,"Bellissima, 10 Light Linear Chandelier, Silver Sleeve",1,BC,C00426,Robinson Lighting -Kelowna,MR - Luminescence,CAD,2025-06-06,1.0,1617.0,1697.85
12069-01,"Bellissima, Part, 12"" Tube, Silver Sleeve",11,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-06-19,9.0,81.0,85.05
12069-01,"Bellissima, Part, 12"" Tube, Silver Sleeve",11,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-07-30,2.0,18.0,20.34
12079-012,"Volterra, 2 Light LED Wall Mount, Satin Nickel",2,BC,C00426,Robinson Lighting -Kelowna,MR - Luminescence,CAD,2025-06-06,2.0,408.0,428.4
12082-035,"Affilato, 8 Light Linear LED Chandelier, Satin Brass",1,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-03-21,1.0,1980.0,2079.0
12083-03,"Belluno, 3 Light LED Wall Mount, Champagne Gold",6,BC,C00426,Robinson Lighting -Kelowna,MR - Luminescence,CAD,2025-07-25,3.0,1380.0,1449.0
12083-03,"Belluno, 3 Light LED Wall Mount, Champagne Gold",6,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-10-17,2.0,920.0,966.0
12083-03,"Belluno, 3 Light LED Wall Mount, Champagne Gold",6,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-05-02,1.0,322.0,338.1
12083-042,"Belluno, 3 Light LED Wall Mount, Brushed Vintage Grey",2,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-03-20,1.0,299.0,313.95
12083-042,"Belluno, 3 Light LED Wall Mount, Brushed Vintage Grey",2,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-03-20,1.0,299.0,313.95
12084-03,"Belluno, 9 Light LED Ceiling Mount, Champagne Gold",5,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-17,1.0,752.4,790.02
12084-03,"Belluno, 9 Light LED Ceiling Mount, Champagne Gold",5,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-09-05,1.0,896.0,940.8
12084-03,"Belluno, 9 Light LED Ceiling Mount, Champagne Gold",5,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-10-17,1.0,896.0,940.8
12084-03,"Belluno, 9 Light LED Ceiling Mount, Champagne Gold",5,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-21,2.0,1421.2,1492.26
12084-042,"Belluno, 9 Light LED Ceiling Mount, Brushed Vintage Grey",5,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-02-19,1.0,627.2,658.56
12084-042,"Belluno, 9 Light LED Ceiling Mount, Brushed Vintage Grey",5,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-05-27,2.0,1792.0,1881.6
12084-042,"Belluno, 9 Light LED Ceiling Mount, Brushed Vintage Grey",5,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-25,1.0,896.0,940.8
12084-042,"Belluno, 9 Light LED Ceiling Mount, Brushed Vintage Grey",5,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-02-18,1.0,627.2,658.56
12085-042,"Belluno, 13 Light LED Ceiling Mount, Brushed Vintage Grey",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-01-27,1.0,1188.0,1247.4
12086-03,"Belluno, 29 Light LED Chandelier, Soft Brass",1,AB,C00472,Vivid Concepts Inc. - Calgary,MR - Luminescence,CAD,2025-08-28,1.0,3061.0,3214.05
12088-03,"Belluno, 5 Light LED Pendant, Champagne Gold",1,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-07-23,1.0,578.0,606.9
12088-042,"Belluno, 5 Light LED Pendant, Brushed Vintage Grey",2,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-05-27,1.0,578.0,606.9
12088-042,"Belluno, 5 Light LED Pendant, Brushed Vintage Grey",2,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-05-02,1.0,404.6,424.83
12101-014,"Raffinato, Small LED Chandelier, Brushed Gold",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-02-24,1.0,1210.0,1270.5
12102-02-4K,"Raffinato, Large LED Chandelier, Matte Black  ",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-17,1.0,2166.0,2274.3
12102-014,"Raffinato, Large LED Chandelier, Brushed Gold",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-25,1.0,1884.0,1978.2
12102-014,"Raffinato, Large LED Chandelier, Brushed Gold",2,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-02-20,1.0,1884.0,1978.2
12102-032,"Raffinato, Large LED Chandelier, Brushed Gunmetal",3,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-03-21,1.0,1884.0,1978.2
12102-032,"Raffinato, Large LED Chandelier, Brushed Gunmetal",3,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-21,1.0,1413.0,1483.65
12102-032,"Raffinato, Large LED Chandelier, Brushed Gunmetal",3,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-05-09,1.0,1884.0,1978.2
12107-07,"Piatto, 12 Light Linear LED Chandelier, Plated Brushed Gold",1,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2025-04-11,1.0,1272.0,1335.6
12108-023,"Piatto, 16 Light Linear LED Chandelier, Mixed",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-08-22,1.0,1966.0,2064.3
12109-07,"Soffio, 1 Light LED Pendant, Plated Brushed Gold ",3,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-02-05,3.0,438.0,459.9
12115-018,"Savona,  3 Light LED Chandelier, Amber",1,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-03-13,1.0,1430.0,1501.5
12118-033,"Savona, 2 Light Linear LED Chandelier, Smoke and Clear",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-08-13,1.0,1133.0,1189.65
12118-034,"Savona, 2 Light Linear LED Chandelier, Amber and Smoke",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-06-06,1.0,1133.0,1189.65
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-10-10,1.0,296.0,310.8
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-05-16,2.0,592.0,621.6
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-04-17,3.0,665.55,698.83
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-24,2.0,414.8,435.54
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-14,1.0,182.7,191.83
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-04-17,3.0,665.55,698.83
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-01-10,1.0,244.0,256.2
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-09-23,2.0,522.0,548.1
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-08-12,1.0,261.0,274.05
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-10-17,5.0,1305.0,1370.25
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-10-31,3.0,783.0,822.15
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-09-19,2.0,522.0,548.1
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-08-01,3.0,783.0,822.15
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-08-01,2.0,522.0,548.1
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-02-14,1.0,170.8,179.34
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-24,4.0,878.4,922.32
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-06-19,1.0,261.0,274.05
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-08,13.0,2884.05,3028.25
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,8.0,1774.8,1863.54
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-03,6.0,1331.1,1397.65
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-02-24,9.0,1866.6,1959.93
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-01-30,2.0,488.0,512.4
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-11-04,8.0,1879.2,1973.16
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-10-24,3.0,783.0,822.15
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-10-17,1.0,261.0,274.05
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-06-24,10.0,2088.0,2192.4
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-02-20,2.0,592.0,621.6
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-27,7.0,1451.8,1524.39
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-21,2.0,414.8,435.54
12119-02,"Calcolo, 1 Light LED Pendant, Matte Black",111,SK,C00359,Robinson Supply-Saskatoon,MR - Luminescence,CAD,2025-04-17,3.0,665.55,738.76
12119-5-2-02,"Calcolo, 2 Light Round LED Chandelier, Matte Black ",3,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-17,3.0,1650.0,1732.5
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-04-17,3.0,665.55,698.83
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-03-13,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-26,2.0,414.8,435.54
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-04-17,3.0,665.55,698.83
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-03-13,1.0,261.0,274.05
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-02-19,1.0,182.7,191.83
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-04-16,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-24,1.0,208.8,219.24
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-03-20,1.0,169.65,178.13
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-06-27,1.0,261.0,274.05
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-06-27,1.0,261.0,274.05
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-05-02,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-03-20,1.0,169.65,178.13
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-02-18,3.0,783.0,822.15
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-09-19,5.0,1305.0,1370.25
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-08-22,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-06-27,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-09-16,5.0,1305.0,1370.25
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-05-02,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-09-26,1.0,261.0,274.05
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-09-19,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-09-19,1.0,261.0,274.05
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-09-19,2.0,365.4,383.67
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-22,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-15,4.0,1044.0,1096.2
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-08,6.0,1331.1,1397.65
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,6.0,1331.1,1397.66
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-17,3.0,665.55,698.83
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-03,6.0,1331.1,1397.66
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-02-26,4.0,829.6,871.08
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-01-30,3.0,732.0,768.6
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-01-10,2.0,488.0,512.4
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-11-04,4.0,939.6,986.58
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-09-19,2.0,522.0,548.1
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-06-24,11.0,2296.8,2411.64
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-27,8.0,1659.2,1742.16
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-21,4.0,829.6,871.08
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,SK,C00359,Robinson Supply-Saskatoon,MR - Luminescence,CAD,2025-04-17,3.0,665.55,738.76
12119-030,"Calcolo, 1 Light LED Pendant, Painted Antique Brass",117,SK,C00359,Robinson Supply-Saskatoon,MR - Luminescence,CAD,2025-04-17,1.0,182.7,202.8
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-08-01,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-09-19,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-08-12,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-25,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-01-27,1.0,663.0,696.15
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-08-01,2.0,1420.0,1491.0
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-05-09,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00444,Robinson - Granville,MR - Luminescence,CAD,2025-10-31,1.0,603.5,633.67
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,3.0,1810.5,1901.03
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-11-04,2.0,1278.0,1341.9
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-08-13,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-08-05,2.0,1207.0,1267.35
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-05-14,6.0,3408.0,3578.4
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-02-20,1.0,745.0,782.25
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-27,1.0,710.0,745.5
12120-02,"Calcolo, 3 Light Round LED Pendant, Matte Black",27,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-21,2.0,1127.1,1183.46
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-03-13,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-05-09,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-04-16,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-05-23,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-08-01,2.0,1420.0,1491.0
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-06-27,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-04-25,2.0,1420.0,1491.0
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-02-14,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-02-14,1.0,464.1,487.31
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-08-15,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-08-08,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00188,Robinson - Penticton,MR - Luminescence,CAD,2025-06-27,2.0,1420.0,1604.6
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-08,1.0,603.5,633.68
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,2.0,1207.0,1267.35
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-10-17,1.0,710.0,745.5
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-08-05,2.0,1207.0,1267.35
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-05-14,6.0,3408.0,3578.4
12120-030,"Calcolo, 3 Light Round LED Pendant, Painted Antique Brass",31,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-27,4.0,2254.2,2366.91
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-08-01,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-08-22,1.0,1400.7,1470.74
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-02-18,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-09-19,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-08-12,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-03-20,1.0,1300.65,1365.68
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-09-15,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-04-30,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-04-30,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-10-31,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-04-25,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-09-19,1.0,2001.0,2101.05
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-03-14,1.0,1000.5,1050.53
12121-02,"Calcolo, 9 Light Round LED Chandelier, Matte Black",33,BC,C00444,Robinson - Granville,MR - Luminescence,CAD,2025-10-31,2.0,3401.7,3571.79
