SKU,ItemDescription,CumulativeUnitsCanada,Province,CustomerNo,CustomerName,SalesRep,Currency,PostingDate,OrderQuantity,AmountExclVAT,AmountInclVAT
10101-01,"Catania, 1 Light LED Pendant, Chrome",7,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,1,184,193.2
10101-01,"Catania, 1 Light LED Pendant, Chrome",7,BC,C00444,Robinson - Granville,MR - Luminescence,CAD,2025-10-31,1,182,191.1
10101-01,"Catania, 1 Light LED Pendant, Chrome",7,BC,C00444,Robinson - Granville,MR - Luminescence,CAD,2025-10-31,4,884,928.2
10101-01,"Catania, 1 Light LED Pendant, Chrome",7,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-09-13,1,278.3,292.22
10101-07,"Catania, 1 Light LED Pendant, Plated Brushed Gold",3,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-08,3,930,976.5
10102-01,"Catania, 8 Light Round LED Chandelier, Chrome",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-09-19,1,2026,2127.3
10104-01,"Catania, 18 Light Round LED Chandelier, Chrome",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-08-12,1,4462,4685.1
10106-02,"Terlizzi, Large Linear LED Chandelier, Matte Black",6,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,754.6,792.33
10106-02,"Terlizzi, Large Linear LED Chandelier, Matte Black",6,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-08-26,1,1078,1131.9
10106-02,"Terlizzi, Large Linear LED Chandelier, Matte Black",6,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-08-12,1,1078,1131.9
10106-02,"Terlizzi, Large Linear LED Chandelier, Matte Black",6,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-09-14,1,1433,1504.65
10106-02,"Terlizzi, Large Linear LED Chandelier, Matte Black",6,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,1,1146.4,1203.72
10106-02,"Terlizzi, Large Linear LED Chandelier, Matte Black",6,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-04-17,1,1078,1131.9
10107-02,"Terlizzi, Medium Linear LED Chandelier, Matte Black",2,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-11-14,1,880,924
10107-02,"Terlizzi, Medium Linear LED Chandelier, Matte Black",2,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-07-26,1,880,924
10108-02,"Terlizzi, Square LED Chandelier, Matte Black",3,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,446.6,468.93
10108-02,"Terlizzi, Square LED Chandelier, Matte Black",3,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-24,1,638,669.9
10108-02,"Terlizzi, Square LED Chandelier, Matte Black",3,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-07-31,1,638,669.9
10109-02,"Terlizzi, Square LED Ceiling Mount, Matte Black",8,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-08-22,1,418,438.9
10109-02,"Terlizzi, Square LED Ceiling Mount, Matte Black",8,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-05-23,4,1672,1755.6
10109-02,"Terlizzi, Square LED Ceiling Mount, Matte Black",8,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-09-13,1,418,438.9
10109-02,"Terlizzi, Square LED Ceiling Mount, Matte Black",8,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-05-31,1,418,438.9
10109-02,"Terlizzi, Square LED Ceiling Mount, Matte Black",8,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2024-03-28,1,292.6,307.23
10110-02,"Terlizzi, Small LED Wall Mount, Matte Black",3,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,307.45,322.82
10110-02,"Terlizzi, Small LED Wall Mount, Matte Black",3,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,709.5,744.97
10111-02,"Terlizzi, Medium LED Wall Mount, Matte Black",6,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-08-08,3,1551,1628.55
10111-02,"Terlizzi, Medium LED Wall Mount, Matte Black",6,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-07-31,1,517,542.85
10111-02,"Terlizzi, Medium LED Wall Mount, Matte Black",6,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-10-31,2,1376,1444.8
10112-02,"Terlizzi, Large LED Wall Mount , Matte Black",2,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,485.1,509.36
10112-02,"Terlizzi, Large LED Wall Mount , Matte Black",2,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-07-31,1,693,727.65
10113-03,"Belluno, 48 Light LED Grand Chandelier, Champagne Gold",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-12-14,1,5803,6093.15
10113-03,"Belluno, 48 Light LED Grand Chandelier, Champagne Gold",2,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-17,1,5484.6,5758.83
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2024-11-29,1,1485,1559.25
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,AB,C00474,Vivid Concepts Inc. - Edmonton,MR - Luminescence,CAD,2025-08-29,1,1272,1335.6
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-02-18,1,1113,1168.65
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-10-24,1,1131.2,1187.76
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-09-14,1,1414,1484.7
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,1,1131.2,1187.76
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00091,Design Lighting,MR - Luminescence,CAD,2023-06-20,1,1131.2,1187.76
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2025-05-23,1,1590,1669.5
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2023-08-09,1,919.1,965.05
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-10-24,1,1590,1669.5
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2024-02-01,1,1485,1559.25
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2023-09-14,1,707,742.35
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-10-03,1,1590,1669.5
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,1,1590,1669.5
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-15,1,1590,1669.5
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-04-08,1,1485,1559.25
10114-03,"Belluno, 15 Light LED Chandelier, Champagne gold",16,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-07-19,1,1485,1559.25
10114-042,"Belluno, 15 Light LED Chandelier, Brushed Vintage Grey",1,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-04-25,1,1590,1669.5
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2025-03-13,1,1904,1999.2
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-01-31,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-01-17,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-11-11,1,1778.7,1867.64
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-01-17,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2024-11-12,1,1778.7,1867.64
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-11-14,1,2720,2856
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-21,1,2040,2142
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-10,1,2720,2856
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-02-24,2,5082,5336.1
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-04-25,1,1569.1,1647.56
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-02-10,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,1569.1,1647.56
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-02-14,1,1778.7,1867.63
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-17,1,2286.9,2401.25
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-01-17,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-12-02,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-11-04,1,1778.7,1867.63
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-07,1,2720,2856
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-12-23,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-02-06,1,2541,2668.05
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,1569.1,1647.55
10115-03,"Belluno, 26 Light Oval LED Chandelier, Champagne gold",23,SK,C00359,Robinson Supply-Saskatoon,MR - Luminescence,CAD,2024-11-22,1,1778.7,1974.36
10115-042,"Belluno, 26 Light Oval LED Chandelier, Brushed Vintage Grey",1,BC,C00426,Robinson Lighting -Kelowna,MR - Luminescence,CAD,2025-03-21,1,1904,1999.2
10115-042,"Belluno, 26 Light Oval LED Chandelier, Brushed Vintage Grey",1,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-08-19,1,2950,3097.5
10116-03,"Belluno, 37 Light Oval LED Chandelier, Champagne Gold",1,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-09-19,1,2769.2,2907.66
10116-042,"Belluno, 37 Light Oval LED Chandelier, Brushed Vintage Grey",2,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-15,1,3956,4153.8
10116-042,"Belluno, 37 Light Oval LED Chandelier, Brushed Vintage Grey",2,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-02-18,1,2571.4,2699.97
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2023-11-08,1,144.2,151.41
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2023-11-08,1,144.2,151.41
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,1,164.8,173.04
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2024-10-11,1,217,227.85
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2024-06-14,1,217,227.85
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2023-08-09,1,133.9,140.6
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,133.9,140.59
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2025-05-02,1,151.9,159.5
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-01-08,3,750,787.5
10117-04,"Portofino, 1 Light LED Pendant, Satin Gold",8,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-01-08,1,1820,1911
10121-01,"Vinci, 3 Light LED Wall Mount, Chrome",11,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-03-14,1,261,274.05
10121-01,"Vinci, 3 Light LED Wall Mount, Chrome",11,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-07-09,6,1566,1644.3
10121-01,"Vinci, 3 Light LED Wall Mount, Chrome",11,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-08-26,2,522,548.1
10121-01,"Vinci, 3 Light LED Wall Mount, Chrome",11,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-08-26,1,130.5,137.03
10121-01,"Vinci, 3 Light LED Wall Mount, Chrome",11,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-09-20,1,296,310.8
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,191.8,201.39
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-02-18,1,191.8,201.39
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-06-28,1,191.8,201.39
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,2,499.2,524.16
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,BC,C00091,Design Lighting,MR - Luminescence,CAD,2023-06-20,1,249.6,262.08
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,202.8,212.94
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-03-18,3,822,863.1
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-10-31,1,218.4,229.32
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,202.8,212.94
10121-05,"Vinci, 3 Light LED Wall Mount, Soft Brass",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,468,491.4
10121-06,"Vinci, 3 Light LED Wall Mount, Metallic Black",7,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,178.5,187.42
10121-06,"Vinci, 3 Light LED Wall Mount, Metallic Black",7,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-03-21,1,255,267.75
10121-06,"Vinci, 3 Light LED Wall Mount, Metallic Black",7,BC,C00091,Design Lighting,MR - Luminescence,CAD,2023-10-02,1,290,304.5
10121-06,"Vinci, 3 Light LED Wall Mount, Metallic Black",7,BC,C00091,Design Lighting,MR - Luminescence,CAD,2023-07-06,1,290,304.5
10121-06,"Vinci, 3 Light LED Wall Mount, Metallic Black",7,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,188.5,197.92
10121-06,"Vinci, 3 Light LED Wall Mount, Metallic Black",7,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,435,456.75
10122-01,"Vinci, 4 Light LED Wall Mount, Chrome",3,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2023-08-09,1,252.2,264.81
10122-01,"Vinci, 4 Light LED Wall Mount, Chrome",3,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,252.2,264.81
10122-01,"Vinci, 4 Light LED Wall Mount, Chrome",3,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-10-31,1,271.6,285.18
10122-05,"Vinci, 4 Light LED Wall Mount, Soft Brass",3,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,261.95,275.05
10122-05,"Vinci, 4 Light LED Wall Mount, Soft Brass",3,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,604.5,634.73
10122-06,"Vinci, 4 Light LED Wall Mount, Metallic Black",7,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-10-31,2,756,793.8
10122-06,"Vinci, 4 Light LED Wall Mount, Metallic Black",7,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-08-08,2,664,697.2
10122-06,"Vinci, 4 Light LED Wall Mount, Metallic Black",7,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,245.7,257.99
10122-06,"Vinci, 4 Light LED Wall Mount, Metallic Black",7,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,567,595.35
10123-01,"Vinci, 1 Light LED Wall Mount, Chrome",8,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,3,314.4,330.12
10123-01,"Vinci, 1 Light LED Wall Mount, Chrome",8,BC,C00091,Design Lighting,MR - Luminescence,CAD,2023-06-20,1,104.8,110.04
10123-01,"Vinci, 1 Light LED Wall Mount, Chrome",8,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-06-24,2,232,243.6
10123-01,"Vinci, 1 Light LED Wall Mount, Chrome",8,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-09-25,2,232,243.6
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,84,88.2
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-10-17,1,120,126
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-10-24,2,240,252
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2023-11-08,1,95.9,100.7
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-08-26,2,240,252
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-06-28,1,102,107.1
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-04-02,2,240,252
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-02-05,2,240,252
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2024-10-24,1,120,126
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2023-11-27,2,274,287.7
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2023-09-14,1,68.5,71.93
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-01-04,4,548,575.4
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,89.05,93.5
10123-05,"Vinci, 1 Light LED Wall Mount, Soft Brass",23,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,205.5,215.78
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,79.1,83.06
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-11-11,2,226,237.3
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-05-01,2,226,237.3
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-09-12,1,113,118.65
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-07-05,1,113,118.65
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,83.2,87.36
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2025-10-17,2,226,237.3
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-06-07,2,226,237.3
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-10-31,1,89.6,94.08
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-21,1,73.45,77.12
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,83.2,87.36
10123-06,"Vinci, 1 Light LED Wall Mount, Metallic Black",17,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,2,192,201.6
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-07-26,1,146,153.3
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-01-31,1,146,153.3
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-04,1,146,153.3
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2024-12-05,1,146,153.3
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-09-20,1,164,172.2
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,106.6,111.93
10124-01,"Ancona, Large 1 Light Ceiling / Wall Mount, Chrome",7,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-03-21,1,146,153.3
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,105,110.25
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-08-30,1,150,157.5
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-04-18,2,300,315
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-04-01,1,150,157.5
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-06-28,1,105,110.25
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-02-24,1,150,157.5
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-01-27,1,150,157.5
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-12-13,2,300,315
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,2,270.4,283.92
10124-05,"Ancona, Large 1 Light Ceiling / Wall Mount, Soft Brass",16,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2023-08-09,1,109.85,115.34
