SKU,ItemDescription,CumulativeUnitsCanada,Province,CustomerNo,CustomerName,SalesRep,Currency,PostingDate,OrderQuantity,AmountExclVAT,AmountInclVAT
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-03-28,1,545,572.25
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2024-04-12,1,509,534.45
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-12-13,1,509,534.45
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-17,3,1374.3,1443.01
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-08-08,1,545,572.25
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-27,2,1090,1144.5
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-01-30,1,509,534.45
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-11-07,2,1090,1144.5
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-05-14,1,436,457.8
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-21,2,865.3,908.56
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-02-06,1,330.85,330.85
10203-030,"Baveno, 3 Light Round LED Pendant, Painted Antique Brass",18,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-02-06,1,381.75,381.75
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-05-16,1,1463,1536.15
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-21,1,1018.55,1069.47
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-18,2,3134,3290.7
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-05-14,1,1253.6,1316.28
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-01-21,2,2487.1,2611.45
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-12-05,1,1463,1536.15
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-04-09,2,2926,3072.3
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-02-29,1,1463,1536.15
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-12-14,1,1385,1454.25
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-10-30,1,1385,1454.25
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-08-03,1,1385,1454.25
10204-02,"Baveno, 9 Light Round LED Chandelier, Matte Black",14,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-03-14,1,2100,2205
10204-030,"Baveno, 9 Light Round LED Chandelier, Painted Antique Brass",3,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-10-10,1,1567,1645.35
10204-030,"Baveno, 9 Light Round LED Chandelier, Painted Antique Brass",3,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-17,1,1316.7,1382.54
10204-030,"Baveno, 9 Light Round LED Chandelier, Painted Antique Brass",3,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-02-18,1,1567,1645.35
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,2533.3,2659.97
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-04-04,1,3874,4067.7
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2024-09-20,1,3619,3799.95
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-21,1,3292.9,3457.55
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-05-14,3,9297.6,9762.48
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-10-25,1,3619,3799.95
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-05-31,1,4200,4410
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-12-28,1,3439,3610.95
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-11-20,1,3439,3610.95
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-10-04,1,3439,3610.95
10205-02,"Baveno, 19 Light Round LED Chandelier, Matte Black",13,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-07-25,1,2235.35,2347.12
10205-030,"Baveno, 19 Light Round LED Chandelier, Painted Antique Brass",6,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,2533.3,2659.96
10205-030,"Baveno, 19 Light Round LED Chandelier, Painted Antique Brass",6,BC,C00125,Ocean Pacific Lighting Inc.-Showroom,MR - Luminescence,CAD,2024-12-02,1,4095,4299.75
10205-030,"Baveno, 19 Light Round LED Chandelier, Painted Antique Brass",6,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-11,1,3874,4067.7
10205-030,"Baveno, 19 Light Round LED Chandelier, Painted Antique Brass",6,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-11-22,1,3619,3799.95
10205-030,"Baveno, 19 Light Round LED Chandelier, Painted Antique Brass",6,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-05-22,1,3619,3799.95
10205-030,"Baveno, 19 Light Round LED Chandelier, Painted Antique Brass",6,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-05-17,1,3619,3799.95
10206-030,"Baveno, 31 Light LED Grand Chandelier, Painted Antique Brass",1,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2025-06-06,1,4293.1,4507.75
10207-02,"Baveno, 8 Light Rectangular LED Chandelier, Matte Black",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-04-04,1,1413,1483.65
10207-02,"Baveno, 8 Light Rectangular LED Chandelier, Matte Black",2,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-12-05,1,1320,1386
10207-02,"Baveno, 8 Light Rectangular LED Chandelier, Matte Black",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-29,1,1813,1903.65
10207-030,"Baveno, 8 Light Rectangular LED Chandelier, Painted Antique Brass",5,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-11-11,1,924,970.2
10207-030,"Baveno, 8 Light Rectangular LED Chandelier, Painted Antique Brass",5,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-06-27,1,1413,1483.65
10207-030,"Baveno, 8 Light Rectangular LED Chandelier, Painted Antique Brass",5,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-02-19,1,1413,1483.65
10207-030,"Baveno, 8 Light Rectangular LED Chandelier, Painted Antique Brass",5,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2024-11-12,1,924,970.2
10207-030,"Baveno, 8 Light Rectangular LED Chandelier, Painted Antique Brass",5,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-12-05,1,1320,1386
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-05-16,2,1716,1801.8
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2024-09-20,1,858,900.9
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-05-17,1,858,900.9
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-11-04,3,2481.3,2605.37
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-05-14,2,1470.4,1543.92
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-03-13,1,919,964.95
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-02-20,1,1033,1084.65
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-11-15,2,1716,1801.8
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-03-27,1,858,900.9
10208-02,"Baveno, 5 Light Linear LED Chandelier, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-09-20,1,814,854.7
10208-030,"Baveno, 5 Light Linear LED Chandelier, Painted Antique Brass",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-06-13,1,858,900.9
10209-030,"Baveno, 14 Light Rectangular LED Chandelier, Painted Antique Brass",1,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-06-13,1,2273,2386.65
10209-030,"Baveno, 14 Light Rectangular LED Chandelier, Painted Antique Brass",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-02-24,1,10000,10500
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-24,3,540.6,567.63
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-01-31,2,424,445.2
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-04-18,3,636,667.8
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-02-01,3,636,667.8
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-02-19,1,148.4,155.82
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-01-17,2,381.6,400.68
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-02-24,4,720.8,756.84
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-08-26,1,106,111.3
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-08-26,3,636,667.8
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-16,2,424,445.2
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-07,2,424,445.2
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-01,1,212,222.6
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-01,2,424,445.2
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-11-28,4,804,844.2
10211-02,"Manarola, 1 Light LED pendant, Matte Black",36,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-11-28,3,603,633.15
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-26,3,540.6,567.63
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-09-13,3,636,667.8
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-03-12,2,424,445.2
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-10-31,3,636,667.8
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-02-26,4,720.8,756.84
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-06-07,3,636,667.8
10211-030,"Manarola, 1 Light LED pendant, Painted Antique Brass",21,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2025-07-18,3,636,667.8
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2023-11-08,1,337.4,354.27
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2024-08-30,2,1012,1062.6
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2024-01-22,1,482,506.1
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2023-11-08,1,337.4,354.27
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-07-26,1,506,531.3
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-06-28,1,506,531.3
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-04-08,1,506,531.3
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-01,1,482,506.1
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-01,2,1012,1062.6
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-11-28,1,482,506.1
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-11-28,1,482,506.1
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-10-31,1,337.4,354.27
10212-02,"Manarola, 3 Light Round LED Pendant, Matte Black",15,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-02-06,1,379.5,379.5
10212-030,"Manarola, 3 Light Round LED Pendant, Painted Antique Brass",6,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-10-10,1,506,531.3
10212-030,"Manarola, 3 Light Round LED Pendant, Painted Antique Brass",6,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-04-16,1,506,531.3
10212-030,"Manarola, 3 Light Round LED Pendant, Painted Antique Brass",6,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-11-07,1,506,531.3
10212-030,"Manarola, 3 Light Round LED Pendant, Painted Antique Brass",6,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2024-11-04,1,354.2,371.91
10212-030,"Manarola, 3 Light Round LED Pendant, Painted Antique Brass",6,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-04-08,1,506,531.3
10212-030,"Manarola, 3 Light Round LED Pendant, Painted Antique Brass",6,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2024-03-28,1,354.2,371.91
10213-02,"Manarola, 9 Light Round LED Chandelier, Matte Black",2,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-11-28,1,1378,1446.9
10213-02,"Manarola, 9 Light Round LED Chandelier, Matte Black",2,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-05-22,1,1452,1524.6
10213-02,"Manarola, 9 Light Round LED Chandelier, Matte Black",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-24,1,1650,1732.5
10213-030,"Manarola, 9 Light Round LED Chandelier, Painted Antique Brass",3,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-06-28,1,1016.4,1067.22
10213-030,"Manarola, 9 Light Round LED Chandelier, Painted Antique Brass",3,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-05-27,1,1452,1524.6
10213-030,"Manarola, 9 Light Round LED Chandelier, Painted Antique Brass",3,BC,C00426,Robinson Lighting -Kelowna,MR - Luminescence,CAD,2025-11-07,1,1452,1524.6
10216-02,"Manarola, 8 Light Rectangular LED Chandelier, Matte Black",2,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2023-12-06,1,1247,1309.35
10216-02,"Manarola, 8 Light Rectangular LED Chandelier, Matte Black",2,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2023-08-03,1,1247,1309.35
10216-030,"Manarola, 8 Light Rectangular LED Chandelier, Painted Antique Brass",1,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-05-17,1,1309,1374.45
10217-02,"Manarola, 5 Light Linear LED Chandelier, Matte Black",2,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2025-05-02,1,858,900.9
10217-02,"Manarola, 5 Light Linear LED Chandelier, Matte Black",2,BC,C00149,Robinson - Vancouver,MR - Luminescence,CAD,2024-02-01,1,858,900.9
10218-02,"Manarola, 14 Light Rectangular LED Chandelier, Matte Black",2,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-02-01,1,2112,2217.6
10218-02,"Manarola, 14 Light Rectangular LED Chandelier, Matte Black",2,MB,C00267,Robinson Lighting ,MR - Luminescence,CAD,2024-03-28,1,1478.4,1552.32
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,AB,C00345,Dhillon Lighting - Edmonton,MR - Luminescence,CAD,2024-10-11,1,177.1,185.96
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-09-05,1,253,265.65
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-07-05,2,506,531.3
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2023-11-08,1,168.7,177.14
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2024-02-15,1,253,265.65
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,AB,C00146,Robinson - Edmonton,MR - Luminescence,CAD,2023-11-08,1,168.7,177.14
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-03-07,4,1012,1062.6
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-11-22,3,759,796.95
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,BC,C00361,Norburn Lighting ,MR - Luminescence,CAD,2025-02-14,2,506,531.3
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-06,3,873,916.65
10220-02,"Verona, 1 Light LED Pendant, Matte Black",16,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-24,4,1180,1239
10220-030,"Verona, 1 Light LED Pendant, Painted Antique Brass",9,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-04-16,1,253,265.65
10220-030,"Verona, 1 Light LED Pendant, Painted Antique Brass",9,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2025-02-14,1,253,265.65
10220-030,"Verona, 1 Light LED Pendant, Painted Antique Brass",9,AB,C00147,Robinson - Calgary,MR - Luminescence,CAD,2024-11-11,1,253,265.65
10220-030,"Verona, 1 Light LED Pendant, Painted Antique Brass",9,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-02-01,3,759,796.95
10220-030,"Verona, 1 Light LED Pendant, Painted Antique Brass",9,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-06-11,3,759,796.95
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-08-26,1,634,665.7
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2024-06-28,1,443.8,465.99
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-11-07,1,679,712.95
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-11-24,1,603,633.15
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-09-14,1,500,525
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-06,1,780,819
10221-02,"Verona, 3 Light Round LED Pendant, Matte Black",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-06,1,2297,2411.85
10225-030,"Verona, 8 Light Rectangular LED Chandelier, Painted Antique Brass",1,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2025-03-28,1,1766,1854.3
10226-02,"Verona, 5 Light Linear LED Chandelier, Matte Black",2,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2023-08-09,1,657.8,690.69
10226-02,"Verona, 5 Light Linear LED Chandelier, Matte Black",2,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2023-08-09,1,657.8,690.69
10226-030,"Verona, 5 Light Linear LED Chandelier, Painted Antique Brass",2,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-08-01,1,1067,1120.35
10226-030,"Verona, 5 Light Linear LED Chandelier, Painted Antique Brass",2,BC,C00095,McLaren Lighting - Victoria,MR - Luminescence,CAD,2024-02-01,1,1067,1120.35
10228-023,"Mistura, 9 Light Round LED Chandelier, Mixed",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-11-22,1,1510,1585.5
10228-023,"Mistura, 9 Light Round LED Chandelier, Mixed",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-12-29,1,1510,1510
10228-023,"Mistura, 9 Light Round LED Chandelier, Mixed",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-09-14,1,1510,1585.5
10228-023,"Mistura, 9 Light Round LED Chandelier, Mixed",5,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2023-05-19,1,1208,1268.4
10228-023,"Mistura, 9 Light Round LED Chandelier, Mixed",5,BC,C00091,Design Lighting,MR - Luminescence,CAD,2023-06-20,1,1208,1268.4
10228-030,"Mistura, 9 Light Round LED Chandelier, Mixed, Painted Antique Brass",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-10-25,1,1510,1585.5
10228-030,"Mistura, 9 Light Round LED Chandelier, Mixed, Painted Antique Brass",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-06-14,1,1283.5,1347.68
10229-023,"Mistura, 19 Light Round LED Chandelier, Mixed",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-08-27,1,3377,3545.85
10229-023,"Mistura, 19 Light Round LED Chandelier, Mixed",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-02-23,1,3377,3545.85
10229-023,"Mistura, 19 Light Round LED Chandelier, Mixed",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-10-17,1,5530,5806.5
10229-023,"Mistura, 19 Light Round LED Chandelier, Mixed",2,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2024-03-18,1,9500,9975
10231-023,"Mistura, 5 Light Linear LED Chandelier, Mixed, Matte Black Canopy",1,BC,C00091,Design Lighting,MR - Luminescence,CAD,2025-05-16,1,1142,1199.1
10231-023,"Mistura, 5 Light Linear LED Chandelier, Mixed, Matte Black Canopy",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-07-21,1,3010,3160.5
10231-023,"Mistura, 5 Light Linear LED Chandelier, Mixed, Matte Black Canopy",1,Alberta,C00070,Signature Lighting and Fans,MR - Luminescence,CAD,2025-06-24,1,2950,3097.5
10231-023,"Mistura, 5 Light Linear LED Chandelier, Mixed, Matte Black Canopy",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-08-08,1,1166,1224.3
10231-023,"Mistura, 5 Light Linear LED Chandelier, Mixed, Matte Black Canopy",1,BC,C00115,The Lighting Warehouse,MR - Luminescence,CAD,2024-04-12,1,1166,1224.3
12034-023,"Sorrento, 12 Light Oval LED Chandelier, Mixed",1,BC,C00111,Mclaren Lighting - Nanaimo,MR - Luminescence,CAD,2023-11-10,1,1149,1206.45
12034-023,"Sorrento, 12 Light Oval LED Chandelier, Mixed",1,Alberta,C00303,Dhillon Lighting - Calgary ,MR - Luminescence,CAD,2025-03-28,1,1295,1359.75
12034-023,"Sorrento, 12 Light Oval LED Chandelier, Mixed",1,BC,C00300,Robinson - Surrey,MR - Luminescence,CAD,2025-10-24,1,1249,1311.45
